group_code,group_name,cust_name,acc_manager,acc_num,date,total_distribution,total_energy,peak_max,offpeak_max,present_bill,proposed_bill,dollar_diff,percent_diff,rate_class,meterlatitude,meterlongitude
405,Department Store,Location 1,manager_A,6111263682,201406,44.8,42496,44.8,28.5,3979.57,3953.69,-25.88,-0.01,GS 100-500 kW,39.9263833,-75.1429793
405,Department Store,Location 1,manager_A,6111263682,201407,87.5,38528,87.5,19.3,3971.93,4093.23,121.3,0.03,GS 100-500 kW,39.9263833,-75.1429793
405,Department Store,Location 1,manager_A,6111263682,201408,77.7,64509,34.9,77.7,5856.47,5826.15,-30.32,-0.01,GS 100-500 kW,39.9263833,-75.1429793
405,Department Store,Location 1,manager_A,6111263682,201409,50.3,99694,12.8,50.3,8312.54,8034.38,-278.16,-0.03,GS 100-500 kW,39.9263833,-75.1429793
405,Department Store,Location 1,manager_A,6111263682,201410,40.2,54607,1.1,40.2,4857.83,4761.17,-96.66,-0.02,GS 100-500 kW,39.9263833,-75.1429793
405,Department Store,Location 1,manager_A,6111263682,201411,99.9,37481,66,99.9,3977.62,4141.16,163.54,0.04,GS 100-500 kW,39.9263833,-75.1429793
405,Department Store,Location 1,manager_A,6111263682,201412,74.4,61025,74.4,12.4,5572.38,5548.5,-23.88,0,GS 100-500 kW,39.9263833,-75.1429793
405,Department Store,Location 1,manager_A,6111263682,201501,66.1,36857,17.8,66.1,3700.92,3765.65,64.73,0.02,GS 100-500 kW,39.9263833,-75.1429793
405,Department Store,Location 1,manager_A,6111263682,201502,64.4,27485,24.7,64.4,2985.52,3089.19,103.67,0.03,GS 100-500 kW,39.9263833,-75.1429793
405,Department Store,Location 1,manager_A,6111263682,201503,49.6,35454,29.4,49.6,3483.36,3505.02,21.66,0.01,GS 100-500 kW,39.9263833,-75.1429793
405,Department Store,Location 1,manager_A,6111263682,201504,61.6,30048,6.2,61.6,3158.96,3242.16,83.2,0.03,GS 100-500 kW,39.9263833,-75.1429793
405,Department Store,Location 1,manager_A,6111263682,201505,92.4,10726,88,92.4,1917.32,2184.03,266.71,0.14,GS 100-500 kW,39.9263833,-75.1429793
405,Department Store,Location 1,manager_A,6111263682,201506,97.1,82047,97.1,60,7305.49,7251.14,-54.35,-0.01,GS 100-500 kW,39.9263833,-75.1429793
405,Department Store,Location 1,manager_A,6111263682,201507,90.9,45482,90.9,41.5,4517.3,4616.14,98.84,0.02,GS 100-500 kW,39.9263833,-75.1429793
405,Department Store,Location 1,manager_A,6111263682,201508,21.1,53009,2.5,21.1,4607.94,4461.3,-146.64,-0.03,GS 100-500 kW,39.9263833,-75.1429793
405,Department Store,Location 1,manager_A,6111263682,201509,81.3,67860,81.3,71.7,6132.61,6097.38,-35.23,-0.01,GS 100-500 kW,39.9263833,-75.1429793
405,Department Store,Location 1,manager_A,6111263682,201510,22.5,74488,22.5,9.7,6230.53,5987.16,-243.37,-0.04,GS 100-500 kW,39.9263833,-75.1429793
405,Department Store,Location 1,manager_A,6111263682,201511,76,73228,29.5,76,6499.7,6423.29,-76.41,-0.01,GS 100-500 kW,39.9263833,-75.1429793
405,Department Store,Location 1,manager_A,6111263682,201512,7.6,87224,1.9,7.6,7085.68,6737.61,-348.07,-0.05,GS 100-500 kW,39.9263833,-75.1429793
405,Department Store,Location 2,manager_A,7373365536,201401,62.5,57684,16,62.5,5240.55,5196.56,-43.99,-0.01,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201402,66.6,15529,66.6,46.3,2102.59,2269.07,166.48,0.08,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201403,35.7,51647,35.7,20.4,4604.93,4508.65,-96.28,-0.02,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201404,91.7,6979,91.7,82.8,1631.16,1913.38,282.22,0.17,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201405,46.9,86078,32.6,46.9,7266.86,7042.46,-224.4,-0.03,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201406,77.7,93976,77.7,18.3,8069.44,7900.63,-168.81,-0.02,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201407,74.3,47106,74.3,25.8,4526.38,4567.63,41.25,0.01,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201408,82,36640,82,7.6,3792.74,3906.36,113.62,0.03,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201409,97.8,67629,97.8,35.4,6227.46,6242.98,15.52,0,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201410,24.6,83413,24.6,11.4,6915.08,6636.08,-279,-0.04,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201411,82,65537,82,22.4,5962.91,5940.7,-22.21,0,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201412,77.5,15280,77.5,45.9,2158.01,2358.47,200.46,0.09,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201501,56,98365,25.2,56,8251.49,7996.74,-254.75,-0.03,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201502,31.5,40596,10.9,31.5,3746.44,3689.45,-56.99,-0.02,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201503,97.6,64108,14.4,97.6,5961.67,5993.14,31.47,0.01,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201504,42,88116,21.2,42,7386.59,7137.87,-248.72,-0.03,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201505,86.5,10070,6.1,86.5,1827.94,2079.97,252.03,0.14,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201506,75,93779,26.1,75,8036.28,7860.27,-176.01,-0.02,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201507,81.1,27435,28.3,81.1,3095.33,3249.49,154.16,0.05,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201508,9.7,65795,0,9.7,5490.64,5249.6,-241.04,-0.04,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201509,94.9,69974,63.6,94.9,6383.85,6379.62,-4.23,0,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201510,67.6,19374,49.1,67.6,2398.15,2549.57,151.42,0.06,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201511,50.4,9289,50.4,6.8,1523.8,1670.85,147.05,0.1,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 2,manager_A,7373365536,201512,93.9,57081,93.9,28.7,5408.78,5462.14,53.36,0.01,GS 100-500 kW,39.9244707,-75.145916
405,Department Store,Location 3,manager_A,885734255,201401,42,55952,42,36,4971.08,4873.52,-97.56,-0.02,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201402,72,65601,34,72,5899.72,5847.11,-52.61,-0.01,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201403,74.2,98008,24.7,74.2,8348.44,8150.15,-198.29,-0.02,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201404,44.2,97194,44.2,32.7,8083.31,7798.54,-284.77,-0.04,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201405,94.4,93208,94.4,47.9,8125.32,8010.39,-114.93,-0.01,GS 100-500 kW,39.9169489,-75.1418524
405,Department Store,Location 3,manager_A,885734255,201406,93,85674,93,38.1,7550,7466.26,-83.74,-0.01,GS 100-500 kW,39.9169489,-75.1418524
